,Lead_Id,Name,Gender,City,University,Year_Of_Study,Program_Interested,Source,Converted
8945,LD8946,Paul Jones Jr.,Male,Indore,Manipal University,4th,Machine Learning,College Collaboration,No
8946,LD8947,John Sanchez,Female,Pune,Mumbai University,4th,Autocad,Instagram,Yes
8947,LD8948,Kathryn Schmidt,Male,Ahmedabad,Amity University,3rd,Data Science,Whatsapp,No
8948,LD8949,Steven Medina,Male,Bangalore,Jawaharlal Nehru Unversity,3rd,Autocad,College Collaboration,Yes
8949,LD8950,Kelly Gray,Male,Bangalore,Mumbai University,4th,Java,Mass-Mailing,No
8950,LD8951,Kylie Thompson,Male,Hyderabad,Jawaharlal Nehru Unversity,4th,Java,Mass-Mailing,No
8951,LD8952,Alejandro Weber,Male,Pune,Mumbai University,2nd,Data Science,Mass-Mailing,Yes
8952,LD8953,Tonya Flores,Male,Surat,Jain University,2nd,Robotics,Mass-Mailing,No
8953,LD8954,Kimberly Porter,Male,Pune,Manipal University,3rd,Robotics,Whatsapp,Yes
8954,LD8955,Erin Hayes,Male,Indore,IIT,4th,AI,Mass-Mailing,No
8955,LD8956,Amber Roberts,Male,Pune,Mumbai University,1st,Robotics,Mass-Mailing,Yes
8956,LD8957,Lydia Walter,Male,Indore,Gujarat Technological University,4th,Electric vehicle,Google Form,Yes
8957,LD8958,Rodney Woodard,Male,Bangalore,Mumbai University,3rd,Robotics,Google Form,Yes
8958,LD8959,Isabella Melendez,Female,Surat,Gujarat Technological University,4th,Data Science,Instagram,Yes
8959,LD8960,Clarence Allen,Male,Hyderabad,Jain University,1st,Autocad,Mass-Mailing,Yes
8960,LD8961,William Gallagher,Male,Hyderabad,Delhi Unversity,3rd,Robotics,Google Form,Yes
8961,LD8962,Jacob Smith,Female,Pune,Mumbai University,3rd,Robotics,Whatsapp,No
8962,LD8963,Nicholas Johnson,Male,Bangalore,Delhi Unversity,2nd,AI,Google Form,No
8963,LD8964,Jennifer Hansen,Male,Delhi,Delhi Unversity,3rd,Electric vehicle,Whatsapp,Yes
8964,LD8965,Luis Baker,Female,Surat,Jain University,1st,Machine Learning,Google Form,No
8965,LD8966,Michelle Page,Male,Hyderabad,Jawaharlal Nehru Unversity,2nd,Autocad,Instagram,No
8966,LD8967,Rebecca Pierce,Male,Delhi,Gujarat Technological University,3rd,Robotics,College Collaboration,No
8967,LD8968,Robert Wilson,Female,Pune,Gujarat Technological University,1st,Robotics,College Collaboration,No
8968,LD8969,Laura Huff,Male,Bangalore,Jain University,2nd,Autocad,College Collaboration,No
8969,LD8970,Thomas Lloyd,Female,Hyderabad,Jawaharlal Nehru Unversity,4th,Data Science,Mass-Mailing,Yes
8970,LD8971,Tommy Kaufman,Male,Pune,Amity University,3rd,Electric vehicle,Whatsapp,No
8971,LD8972,Nathan Johnson,Female,Surat,Amity University,1st,Java,Instagram,Yes
8972,LD8973,Nicole Morales,Male,Pune,Mumbai University,3rd,Data Science,Mass-Mailing,Yes
8973,LD8974,William Branch,Male,Ahmedabad,Delhi Unversity,3rd,AI,College Collaboration,Yes
8974,LD8975,Kelly Anderson,Male,Indore,Manipal University,2nd,Machine Learning,College Collaboration,No
8975,LD8976,Corey Brown,Female,Surat,Jawaharlal Nehru Unversity,4th,Electric vehicle,Google Form,Yes
8976,LD8977,Brian Foster,Female,Surat,IIT,1st,Machine Learning,Whatsapp,Yes
8977,LD8978,Tiffany Hamilton,Male,Indore,Mumbai University,1st,Java,Whatsapp,No
8978,LD8979,John Bird,Female,Indore,Mumbai University,2nd,AI,Mass-Mailing,Yes
8979,LD8980,Charles Nelson,Male,Delhi,Delhi Unversity,4th,Autocad,LinkedIn,No
8980,LD8981,Luis Williams,Male,Surat,Delhi Unversity,2nd,AI,Mass-Mailing,No
8981,LD8982,Rachel Marshall MD,Female,Surat,Manipal University,4th,Data Science,LinkedIn,Yes
8982,LD8983,Kyle Thompson,Male,Hyderabad,Amity University,3rd,Autocad,Instagram,Yes
8983,LD8984,Susan Cruz,Male,Ahmedabad,Manipal University,3rd,Machine Learning,College Collaboration,Yes
8984,LD8985,Monica Sanders,Male,Pune,Delhi Unversity,2nd,Data Science,Instagram,Yes
8985,LD8986,Antonio Reed,Female,Hyderabad,Mumbai University,3rd,Java,Google Form,No
8986,LD8987,William Santiago,Male,Hyderabad,Delhi Unversity,1st,AI,LinkedIn,No
8987,LD8988,Debra Hamilton,Female,Ahmedabad,IIT,1st,Data Science,Mass-Mailing,No
8988,LD8989,Dr. Harold Walker,Female,Mumbai,Jain University,4th,Java,Instagram,No
8989,LD8990,Julie Sanchez,Female,Hyderabad,Amity University,4th,Autocad,Mass-Mailing,Yes
8990,LD8991,Deborah Neal,Male,Indore,IIT,2nd,AI,Instagram,No
8991,LD8992,William Wood,Female,Delhi,Amity University,4th,AI,Mass-Mailing,Yes
8992,LD8993,James Hart,Female,Bangalore,Mumbai University,3rd,Java,Mass-Mailing,No
8993,LD8994,Julia Mitchell,Female,Indore,Delhi Unversity,3rd,Java,Whatsapp,No
8994,LD8995,Timothy Davis,Male,Delhi,Gujarat Technological University,1st,Machine Learning,Google Form,No
8995,LD8996,Jonathan Frank,Female,Ahmedabad,Mumbai University,4th,Data Science,College Collaboration,Yes
8996,LD8997,Ray Williams,Male,Pune,Gujarat Technological University,2nd,Data Science,Instagram,Yes
8997,LD8998,James Benton,Male,Bangalore,Delhi Unversity,3rd,Java,Instagram,No
8998,LD8999,Erica Collins,Male,Indore,Amity University,3rd,AI,Google Form,No
8999,LD9000,Monique Anderson,Male,Mumbai,Delhi Unversity,3rd,Robotics,LinkedIn,Yes
9000,LD9001,Michele Fletcher,Male,Surat,IIT,4th,Java,Mass-Mailing,Yes
9001,LD9002,Spencer Watkins,Male,Indore,Manipal University,4th,Electric vehicle,Instagram,Yes
9002,LD9003,Ashley Castillo,Male,Surat,Jain University,3rd,Electric vehicle,College Collaboration,No
9003,LD9004,Justin Thomas,Male,Pune,Gujarat Technological University,1st,Electric vehicle,Google Form,Yes
9004,LD9005,Jennifer Cruz,Female,Hyderabad,Jain University,2nd,Electric vehicle,LinkedIn,Yes
9005,LD9006,Patricia Carroll,Female,Hyderabad,Manipal University,4th,Electric vehicle,College Collaboration,No
9006,LD9007,Mr. Michael Valencia,Female,Indore,Delhi Unversity,3rd,Machine Learning,Mass-Mailing,No
9007,LD9008,Bruce Strickland,Female,Indore,IIT,4th,Autocad,LinkedIn,Yes
9008,LD9009,Cathy Murray,Male,Bangalore,Amity University,2nd,AI,College Collaboration,Yes
9009,LD9010,Dakota Roberts,Female,Surat,Manipal University,2nd,Machine Learning,LinkedIn,Yes
9010,LD9011,Jimmy Choi,Female,Surat,Mumbai University,4th,Robotics,College Collaboration,Yes
9011,LD9012,David Hutchinson,Male,Mumbai,Jain University,2nd,Data Science,Google Form,Yes
9012,LD9013,Michael Humphrey,Female,Ahmedabad,Mumbai University,2nd,Electric vehicle,Mass-Mailing,No
9013,LD9014,Barbara Bennett,Male,Indore,Jain University,4th,Autocad,Whatsapp,No
9014,LD9015,April Brennan,Female,Hyderabad,Gujarat Technological University,4th,Robotics,Whatsapp,No
9015,LD9016,Andrea Flynn,Male,Mumbai,Jawaharlal Nehru Unversity,2nd,Autocad,College Collaboration,No
9016,LD9017,Kathleen Morris,Female,Hyderabad,Delhi Unversity,4th,Java,Mass-Mailing,No
9017,LD9018,Tamara Ochoa,Male,Delhi,Jain University,1st,Robotics,College Collaboration,Yes
9018,LD9019,Ryan Howell,Male,Mumbai,IIT,4th,Data Science,LinkedIn,No
9019,LD9020,Thomas Stewart,Male,Hyderabad,Jain University,1st,Electric vehicle,Google Form,No
9020,LD9021,Vickie Murphy,Male,Delhi,Jain University,2nd,Autocad,Mass-Mailing,Yes
9021,LD9022,Colleen Peterson,Female,Ahmedabad,Gujarat Technological University,4th,Autocad,College Collaboration,Yes
9022,LD9023,Richard Skinner,Female,Bangalore,Manipal University,2nd,Java,Google Form,No
9023,LD9024,John May,Female,Surat,Mumbai University,3rd,Machine Learning,Whatsapp,Yes
9024,LD9025,Paige Conner,Female,Hyderabad,Mumbai University,4th,Electric vehicle,Mass-Mailing,Yes
9025,LD9026,Diana Meyers,Male,Bangalore,Jawaharlal Nehru Unversity,1st,Robotics,Instagram,No
9026,LD9027,David Byrd,Male,Hyderabad,Mumbai University,2nd,Data Science,Google Form,No
9027,LD9028,Cody Strong,Male,Indore,Mumbai University,2nd,Java,Google Form,Yes
9028,LD9029,Gregory Williams,Female,Delhi,Delhi Unversity,2nd,Data Science,Google Form,No
9029,LD9030,Jack Figueroa,Male,Delhi,Gujarat Technological University,2nd,Electric vehicle,Google Form,Yes
9030,LD9031,Kayla Coleman,Female,Ahmedabad,Amity University,3rd,Electric vehicle,LinkedIn,No
9031,LD9032,John Colon,Female,Hyderabad,Delhi Unversity,2nd,Autocad,Mass-Mailing,Yes
9032,LD9033,Lance Stone,Male,Ahmedabad,IIT,2nd,Java,Google Form,Yes
9033,LD9034,Richard Martin PhD,Male,Surat,Jawaharlal Nehru Unversity,2nd,Robotics,Instagram,No
9034,LD9035,Shawn Nelson,Female,Surat,Jain University,1st,Java,Whatsapp,Yes
9035,LD9036,Karen Wood,Male,Hyderabad,Jain University,1st,Electric vehicle,Instagram,Yes
9036,LD9037,Ryan Stephens,Female,Bangalore,Mumbai University,4th,AI,Instagram,Yes
9037,LD9038,Ashley Wagner,Male,Surat,Gujarat Technological University,2nd,Electric vehicle,Instagram,Yes
9038,LD9039,Michael Golden,Female,Ahmedabad,Jawaharlal Nehru Unversity,1st,Robotics,Mass-Mailing,Yes
9039,LD9040,Kelly King,Male,Mumbai,Manipal University,1st,Data Science,Mass-Mailing,No
9040,LD9041,Deborah Baker,Female,Mumbai,Jawaharlal Nehru Unversity,3rd,Electric vehicle,College Collaboration,Yes
9041,LD9042,Amber Wilson,Female,Surat,Jawaharlal Nehru Unversity,1st,Machine Learning,LinkedIn,No
9042,LD9043,Frank King,Male,Hyderabad,IIT,3rd,AI,Whatsapp,Yes
9043,LD9044,Jennifer Clark,Male,Pune,Manipal University,4th,AI,LinkedIn,No
9044,LD9045,James West,Female,Bangalore,Amity University,3rd,Robotics,Instagram,Yes
9045,LD9046,Melissa Watson,Female,Surat,Mumbai University,2nd,Machine Learning,Google Form,No
9046,LD9047,Frederick Sharp,Female,Ahmedabad,Manipal University,2nd,Autocad,College Collaboration,Yes
9047,LD9048,Darren Nichols,Female,Bangalore,Manipal University,2nd,Robotics,LinkedIn,No
9048,LD9049,Nicole Jones DDS,Male,Delhi,IIT,4th,Autocad,Whatsapp,No
9049,LD9050,Bryan Owen,Male,Ahmedabad,Mumbai University,2nd,Autocad,College Collaboration,No
9050,LD9051,Tiffany Wood,Female,Delhi,Jain University,1st,Machine Learning,Mass-Mailing,No
9051,LD9052,Kristina Graves,Female,Bangalore,Amity University,3rd,AI,College Collaboration,No
9052,LD9053,Mark Miller,Female,Bangalore,Delhi Unversity,2nd,Data Science,College Collaboration,No
9053,LD9054,John Harrington,Female,Ahmedabad,Gujarat Technological University,4th,Electric vehicle,Mass-Mailing,Yes
9054,LD9055,Brittany Miller,Female,Pune,Delhi Unversity,4th,Java,Instagram,Yes
9055,LD9056,David Bush,Female,Delhi,Delhi Unversity,2nd,Machine Learning,College Collaboration,Yes
9056,LD9057,Amy Arnold,Male,Delhi,Manipal University,1st,Java,Instagram,No
9057,LD9058,Randy Parker,Female,Mumbai,Jain University,2nd,Data Science,Whatsapp,Yes
9058,LD9059,Ronald Campbell,Female,Pune,Amity University,3rd,Java,Google Form,No
9059,LD9060,Erica Price,Female,Bangalore,Delhi Unversity,1st,AI,College Collaboration,No
9060,LD9061,Bailey Simon,Female,Hyderabad,Manipal University,3rd,Java,Whatsapp,No
9061,LD9062,Jesse Miller,Male,Bangalore,Manipal University,3rd,Autocad,Google Form,Yes
9062,LD9063,Dr. Anthony Miller,Female,Ahmedabad,Manipal University,1st,Electric vehicle,LinkedIn,Yes
9063,LD9064,Sheena Bennett,Male,Pune,Jain University,1st,AI,Google Form,No
9064,LD9065,Brian Perkins,Female,Delhi,Delhi Unversity,3rd,Robotics,College Collaboration,Yes
9065,LD9066,Miguel Garcia,Male,Delhi,IIT,3rd,Autocad,LinkedIn,Yes
9066,LD9067,Johnny Cook,Male,Hyderabad,IIT,2nd,Machine Learning,LinkedIn,No
9067,LD9068,Bobby Thornton,Male,Mumbai,Jawaharlal Nehru Unversity,3rd,Electric vehicle,Google Form,No
9068,LD9069,Barbara Smith,Male,Ahmedabad,Delhi Unversity,4th,Java,Instagram,Yes
9069,LD9070,Matthew Morgan,Male,Delhi,IIT,2nd,Autocad,LinkedIn,No
9070,LD9071,Daniel Stokes,Female,Bangalore,Delhi Unversity,2nd,Autocad,Instagram,No
9071,LD9072,Cody Walters,Female,Hyderabad,Manipal University,1st,Data Science,College Collaboration,No
9072,LD9073,Ricky Ramirez,Female,Mumbai,Gujarat Technological University,4th,Electric vehicle,Mass-Mailing,No
9073,LD9074,Amanda Carpenter,Male,Bangalore,Jain University,4th,Autocad,LinkedIn,Yes
9074,LD9075,Allison Rodriguez,Male,Hyderabad,IIT,1st,Data Science,Instagram,No
9075,LD9076,Samuel Harrison,Female,Ahmedabad,Amity University,3rd,AI,Instagram,Yes
9076,LD9077,Patricia Parsons,Male,Pune,Jawaharlal Nehru Unversity,4th,Data Science,Whatsapp,Yes
9077,LD9078,Carlos Caldwell,Female,Surat,IIT,1st,AI,College Collaboration,No
9078,LD9079,Angel Martin,Female,Hyderabad,Delhi Unversity,2nd,Autocad,Google Form,Yes
9079,LD9080,Lauren Villarreal,Female,Indore,IIT,3rd,Robotics,Whatsapp,No
9080,LD9081,Amber White,Male,Ahmedabad,Manipal University,2nd,Electric vehicle,Google Form,No
9081,LD9082,Blake Jimenez,Female,Indore,Mumbai University,4th,Java,College Collaboration,Yes
9082,LD9083,David Schwartz,Female,Ahmedabad,Amity University,4th,AI,Google Form,No
9083,LD9084,William Shaw,Female,Bangalore,Delhi Unversity,3rd,Data Science,College Collaboration,Yes
9084,LD9085,Katie Shelton,Female,Mumbai,Manipal University,4th,Java,Mass-Mailing,Yes
9085,LD9086,Cheyenne Villarreal,Male,Surat,Jawaharlal Nehru Unversity,2nd,Java,Google Form,Yes
9086,LD9087,Victoria Davenport,Male,Ahmedabad,Manipal University,1st,Autocad,Instagram,No
9087,LD9088,Jennifer Jimenez,Female,Delhi,Delhi Unversity,3rd,Data Science,Google Form,Yes
9088,LD9089,Richard Henry,Male,Ahmedabad,Mumbai University,2nd,Data Science,Mass-Mailing,No
9089,LD9090,Becky Mitchell,Male,Ahmedabad,Jain University,3rd,Java,College Collaboration,Yes
9090,LD9091,Christopher Carpenter,Male,Hyderabad,Delhi Unversity,2nd,Electric vehicle,Google Form,Yes
9091,LD9092,Samantha Morales,Male,Pune,IIT,2nd,AI,Instagram,Yes
9092,LD9093,Micheal Mitchell,Male,Pune,Amity University,4th,Electric vehicle,LinkedIn,No
9093,LD9094,Ricardo Schmidt,Male,Surat,IIT,1st,AI,LinkedIn,Yes
9094,LD9095,Joseph Anderson,Female,Ahmedabad,Manipal University,3rd,Machine Learning,LinkedIn,No
9095,LD9096,Eric Smith,Male,Ahmedabad,Amity University,4th,Electric vehicle,Instagram,No
9096,LD9097,Ethan Alexander,Male,Hyderabad,Amity University,2nd,Electric vehicle,Google Form,Yes
9097,LD9098,Justin Goodwin,Female,Indore,Amity University,3rd,AI,Google Form,No
9098,LD9099,Benjamin Mcgee,Male,Ahmedabad,Delhi Unversity,3rd,Java,LinkedIn,No
9099,LD9100,Nicholas Hill,Female,Bangalore,Gujarat Technological University,1st,Java,Mass-Mailing,No
9100,LD9101,Elizabeth Scott,Male,Mumbai,Manipal University,4th,Java,Whatsapp,No
9101,LD9102,Jacqueline Figueroa,Female,Bangalore,Gujarat Technological University,3rd,Data Science,LinkedIn,Yes
9102,LD9103,Nancy Allen,Female,Mumbai,Manipal University,2nd,AI,Mass-Mailing,Yes
9103,LD9104,Tanya Clark,Female,Surat,Jawaharlal Nehru Unversity,1st,Java,LinkedIn,Yes
9104,LD9105,Theresa Johnson,Female,Mumbai,Mumbai University,4th,Machine Learning,College Collaboration,No
9105,LD9106,Andre Lee,Male,Delhi,Jain University,2nd,Data Science,Instagram,No
9106,LD9107,April Blanchard,Male,Delhi,Amity University,3rd,Electric vehicle,College Collaboration,No
9107,LD9108,Michael Mccoy,Male,Surat,Amity University,1st,Autocad,LinkedIn,No
9108,LD9109,Jocelyn Daugherty,Male,Hyderabad,Delhi Unversity,2nd,Autocad,Instagram,Yes
9109,LD9110,Howard Wilson,Male,Surat,Gujarat Technological University,3rd,Robotics,Instagram,Yes
9110,LD9111,Phillip Zamora,Female,Indore,IIT,3rd,Java,Instagram,No
9111,LD9112,David Murray,Male,Delhi,IIT,4th,Data Science,Whatsapp,No
9112,LD9113,Jeremiah Hughes,Male,Delhi,Amity University,4th,AI,Mass-Mailing,No
9113,LD9114,Rebecca Collins DDS,Male,Surat,Manipal University,3rd,Autocad,College Collaboration,Yes
9114,LD9115,Nicole Patterson,Male,Delhi,IIT,2nd,Data Science,College Collaboration,Yes
9115,LD9116,Heidi Ellis,Female,Surat,Delhi Unversity,2nd,Electric vehicle,Mass-Mailing,Yes
9116,LD9117,Rebekah Payne,Female,Delhi,Jawaharlal Nehru Unversity,2nd,Robotics,Instagram,No
9117,LD9118,Benjamin Rosales,Female,Bangalore,Jawaharlal Nehru Unversity,1st,Autocad,LinkedIn,Yes
9118,LD9119,Kristin Obrien,Male,Pune,Jain University,3rd,Machine Learning,Mass-Mailing,Yes
9119,LD9120,Caitlyn Wiggins,Female,Delhi,Amity University,1st,Machine Learning,Whatsapp,No
9120,LD9121,William Ortiz,Male,Ahmedabad,Amity University,1st,Machine Learning,Google Form,No
9121,LD9122,Henry Lane,Female,Indore,Gujarat Technological University,3rd,Autocad,Mass-Mailing,No
9122,LD9123,Leslie Cook,Female,Pune,Gujarat Technological University,1st,Autocad,College Collaboration,No
9123,LD9124,Justin Diaz PhD,Female,Hyderabad,Delhi Unversity,4th,Machine Learning,Instagram,Yes
9124,LD9125,Brittany Williams,Male,Ahmedabad,Gujarat Technological University,2nd,Autocad,College Collaboration,Yes
9125,LD9126,Jade Andrews,Male,Delhi,Gujarat Technological University,3rd,Electric vehicle,College Collaboration,Yes
9126,LD9127,Donald Pearson,Female,Mumbai,Delhi Unversity,4th,Machine Learning,Google Form,Yes
9127,LD9128,James Williamson,Female,Ahmedabad,IIT,2nd,Data Science,Google Form,No
9128,LD9129,Tyrone Webb,Male,Ahmedabad,Delhi Unversity,3rd,Autocad,Instagram,No
9129,LD9130,Caleb Lee,Male,Indore,Jain University,1st,Electric vehicle,Google Form,Yes
9130,LD9131,Daniel Jarvis,Female,Hyderabad,Amity University,1st,Electric vehicle,Mass-Mailing,No
9131,LD9132,Justin Arnold,Male,Indore,Jain University,4th,Autocad,College Collaboration,No
9132,LD9133,Barbara Schneider,Female,Ahmedabad,IIT,4th,Autocad,Whatsapp,No
9133,LD9134,Anthony Morales,Male,Indore,Manipal University,2nd,Electric vehicle,LinkedIn,No
9134,LD9135,Joseph Vasquez,Male,Pune,Mumbai University,1st,Data Science,Google Form,Yes
9135,LD9136,Karl Nguyen,Male,Indore,Mumbai University,3rd,Autocad,Whatsapp,No
9136,LD9137,Mark Brown,Female,Hyderabad,Jawaharlal Nehru Unversity,3rd,AI,LinkedIn,Yes
9137,LD9138,Benjamin Mcmillan,Male,Mumbai,Jawaharlal Nehru Unversity,3rd,Autocad,College Collaboration,Yes
9138,LD9139,Andrew Boone,Male,Pune,Jawaharlal Nehru Unversity,1st,AI,Whatsapp,No
9139,LD9140,Margaret Wyatt,Male,Hyderabad,Delhi Unversity,4th,Robotics,Google Form,No
9140,LD9141,Christopher Frank,Male,Pune,Jain University,4th,Robotics,Mass-Mailing,No
9141,LD9142,Michelle Perkins,Female,Pune,Jain University,1st,Autocad,LinkedIn,No
9142,LD9143,Jorge Forbes,Male,Bangalore,Manipal University,1st,AI,College Collaboration,Yes
9143,LD9144,Teresa Palmer,Male,Pune,Manipal University,1st,Java,LinkedIn,No
9144,LD9145,Andrew Thompson,Male,Ahmedabad,Delhi Unversity,4th,Java,Whatsapp,Yes
9145,LD9146,Samuel Frank,Female,Surat,Gujarat Technological University,3rd,Electric vehicle,Google Form,No
9146,LD9147,Paul Bonilla,Male,Mumbai,Jain University,3rd,Robotics,Google Form,No
9147,LD9148,Ryan Martinez,Female,Bangalore,Jawaharlal Nehru Unversity,1st,Electric vehicle,Instagram,Yes
9148,LD9149,Michelle Cooper,Male,Indore,Gujarat Technological University,2nd,Java,LinkedIn,No
9149,LD9150,Kristina Cooper,Female,Indore,Amity University,4th,AI,Instagram,No
9150,LD9151,Jonathon Brooks,Male,Ahmedabad,Delhi Unversity,3rd,Electric vehicle,Whatsapp,Yes
9151,LD9152,Christy Alvarado,Male,Mumbai,Jawaharlal Nehru Unversity,4th,Java,Instagram,No
9152,LD9153,Laura Kim,Female,Mumbai,Amity University,4th,Data Science,Google Form,No
9153,LD9154,Daniel Smith,Female,Bangalore,Gujarat Technological University,1st,Autocad,Instagram,Yes
9154,LD9155,Rodney Mckinney,Female,Indore,Manipal University,4th,Robotics,Instagram,Yes
9155,LD9156,Stephanie Rich,Female,Pune,Delhi Unversity,2nd,Data Science,College Collaboration,No
9156,LD9157,Nicholas Bradshaw,Female,Surat,Amity University,4th,Electric vehicle,Instagram,Yes
9157,LD9158,Victoria Kerr,Male,Bangalore,Gujarat Technological University,3rd,Autocad,LinkedIn,Yes
9158,LD9159,Kenneth Smith,Male,Ahmedabad,Mumbai University,4th,Electric vehicle,Mass-Mailing,No
9159,LD9160,John Robinson,Female,Indore,Mumbai University,4th,Java,Google Form,Yes
9160,LD9161,Jennifer Jones,Female,Ahmedabad,Gujarat Technological University,4th,AI,Whatsapp,Yes
9161,LD9162,Melissa Rivera,Female,Delhi,Amity University,3rd,Robotics,Instagram,Yes
9162,LD9163,Scott Wheeler,Male,Hyderabad,Amity University,1st,Data Science,LinkedIn,Yes
9163,LD9164,Robert Young,Female,Pune,IIT,3rd,AI,College Collaboration,No
9164,LD9165,Alexis Francis,Female,Delhi,Delhi Unversity,2nd,Machine Learning,Mass-Mailing,No
9165,LD9166,Kevin Browning,Male,Pune,Delhi Unversity,4th,Data Science,Instagram,Yes
9166,LD9167,Christina Wright,Male,Delhi,Jawaharlal Nehru Unversity,2nd,Robotics,Instagram,Yes
9167,LD9168,Whitney Banks,Female,Mumbai,Mumbai University,4th,Autocad,Instagram,No
9168,LD9169,Leah Gardner,Male,Delhi,Gujarat Technological University,3rd,Electric vehicle,Google Form,Yes
9169,LD9170,Andrea Jimenez,Male,Indore,Manipal University,4th,Autocad,LinkedIn,No
9170,LD9171,Daniel Williams,Female,Surat,IIT,1st,Data Science,Instagram,No
9171,LD9172,Trevor Bennett,Male,Bangalore,Jain University,3rd,AI,Whatsapp,Yes
9172,LD9173,David Adams,Female,Ahmedabad,Jawaharlal Nehru Unversity,1st,Robotics,Google Form,Yes
9173,LD9174,Rodney Brady,Female,Ahmedabad,IIT,1st,Data Science,Whatsapp,Yes
9174,LD9175,Anthony Bell,Male,Pune,Manipal University,2nd,Autocad,Instagram,Yes
9175,LD9176,Patricia Wood,Female,Surat,Manipal University,4th,Robotics,Mass-Mailing,Yes
9176,LD9177,Devin Adams,Female,Indore,Mumbai University,1st,Java,College Collaboration,Yes
9177,LD9178,Theresa Decker,Male,Surat,Amity University,4th,Robotics,LinkedIn,No
9178,LD9179,Pamela Davis,Female,Mumbai,Mumbai University,2nd,Machine Learning,Instagram,No
9179,LD9180,Paula Matthews,Female,Surat,Mumbai University,2nd,Java,Mass-Mailing,Yes
9180,LD9181,Joseph Johnston,Male,Bangalore,Jain University,1st,Electric vehicle,Mass-Mailing,No
9181,LD9182,Samantha Williams,Female,Ahmedabad,Amity University,4th,Data Science,Mass-Mailing,Yes
9182,LD9183,Sabrina Medina,Female,Mumbai,Manipal University,4th,Machine Learning,Whatsapp,Yes
9183,LD9184,Mark Moore,Male,Ahmedabad,Mumbai University,4th,Robotics,Instagram,Yes
9184,LD9185,Hector Payne,Male,Ahmedabad,Gujarat Technological University,3rd,Electric vehicle,LinkedIn,Yes
9185,LD9186,Stephanie Rodriguez,Male,Indore,Delhi Unversity,4th,Electric vehicle,Instagram,No
9186,LD9187,William Pierce,Female,Bangalore,Manipal University,2nd,Robotics,Google Form,No
9187,LD9188,Amanda Howe,Female,Ahmedabad,Gujarat Technological University,4th,Machine Learning,Whatsapp,Yes
9188,LD9189,Michelle Schmitt,Female,Indore,Delhi Unversity,3rd,Autocad,Google Form,No
9189,LD9190,Kenneth Medina,Female,Surat,Mumbai University,3rd,AI,College Collaboration,No
9190,LD9191,Ian Lewis,Male,Indore,Gujarat Technological University,1st,Electric vehicle,College Collaboration,No
9191,LD9192,April Stark DDS,Male,Surat,Jain University,2nd,Electric vehicle,Google Form,No
9192,LD9193,Kenneth Miller,Female,Indore,Delhi Unversity,2nd,Autocad,Whatsapp,No
9193,LD9194,Cynthia Butler,Female,Pune,Delhi Unversity,3rd,Java,LinkedIn,No
9194,LD9195,Daniel Vargas,Female,Mumbai,Amity University,3rd,AI,Mass-Mailing,No
9195,LD9196,Ryan Kim,Female,Indore,Gujarat Technological University,3rd,Data Science,Mass-Mailing,Yes
9196,LD9197,Thomas Lawrence,Male,Indore,Mumbai University,3rd,Electric vehicle,LinkedIn,No
9197,LD9198,Robert Ritter,Female,Ahmedabad,Jawaharlal Nehru Unversity,2nd,Java,Mass-Mailing,No
9198,LD9199,Eric Mills,Male,Hyderabad,IIT,3rd,Data Science,LinkedIn,Yes
9199,LD9200,Andrea Sexton,Male,Mumbai,Delhi Unversity,2nd,Robotics,College Collaboration,Yes
9200,LD9201,Shirley Long,Female,Ahmedabad,IIT,4th,Java,Whatsapp,No
9201,LD9202,April Miller,Male,Surat,IIT,3rd,Autocad,Google Form,No
9202,LD9203,Anna Rodriguez,Male,Hyderabad,Manipal University,1st,Java,Whatsapp,Yes
9203,LD9204,Regina Graham,Male,Bangalore,Amity University,1st,Robotics,College Collaboration,Yes
9204,LD9205,Meredith Robinson,Female,Hyderabad,IIT,4th,Electric vehicle,Whatsapp,No
9205,LD9206,Danielle Blair,Male,Pune,Jawaharlal Nehru Unversity,3rd,Electric vehicle,Mass-Mailing,Yes
9206,LD9207,Zachary Garrison,Female,Surat,IIT,1st,Autocad,LinkedIn,No
9207,LD9208,Pamela Herrera,Female,Hyderabad,Gujarat Technological University,2nd,Autocad,Google Form,Yes
9208,LD9209,Cole Curry,Female,Mumbai,IIT,2nd,Autocad,Whatsapp,Yes
9209,LD9210,Traci Johnson,Female,Pune,Gujarat Technological University,2nd,Java,Instagram,No
9210,LD9211,Kurt Douglas,Male,Pune,Gujarat Technological University,2nd,AI,Mass-Mailing,Yes
9211,LD9212,Nathan Smith,Female,Bangalore,Jawaharlal Nehru Unversity,1st,Java,LinkedIn,Yes
9212,LD9213,Andrew Johnson,Female,Bangalore,Manipal University,3rd,Robotics,Mass-Mailing,Yes
9213,LD9214,Vanessa Mercado,Female,Indore,Mumbai University,1st,Robotics,Google Form,Yes
9214,LD9215,Caitlyn Watson,Male,Bangalore,Amity University,1st,AI,LinkedIn,No
9215,LD9216,Abigail Murphy,Male,Surat,Jain University,1st,Data Science,Google Form,No
9216,LD9217,Tiffany Kelley DDS,Male,Surat,Jain University,3rd,Autocad,Google Form,Yes
9217,LD9218,Rodney Berry,Male,Bangalore,Mumbai University,4th,Machine Learning,Google Form,No
9218,LD9219,Philip Moreno,Male,Indore,Delhi Unversity,4th,Data Science,Google Form,Yes
